<DTYYYYMMDD>,<TICKER>,<NAME>,<CLOSE>,<HIGH>,<LOW>,<OPEN>,<VOL>
20140122,999999,上证指数,2051.749,2052.339,2008.93,2009.969,98892856
20140122,600000,浦发银行,9.34,9.38,9.17,9.18,91387277
20140122,600004,白云机场,6.75,6.77,6.62,6.62,2651275
20140122,600005,武钢股份,2.1,2.11,2.07,2.08,12511766
20140122,600006,东风汽车,2.87,2.88,2.8,2.82,6095173
20140122,600007,中国国贸,10.17,10.28,9.58,9.59,2037862
20140122,600008,首创股份,6.4,6.4,6.27,6.3,7193789
20140122,600009,上海机场,13.83,13.85,13.5,13.55,5334211
20140122,600010,包钢股份,4.46,4.46,4.32,4.33,58102913
20140122,600011,华能国际,4.86,4.87,4.75,4.78,13404230
20140122,600012,皖通高速,3.8,3.81,3.67,3.74,2179618
20140122,600015,华夏银行,8.15,8.17,7.94,7.97,25776460
20140122,600016,民生银行,7.15,7.17,6.97,7,91056533
20140122,600017,日照港,2.47,2.47,2.42,2.42,5409795
20140122,600018,上港集团,4.98,5.05,4.82,4.86,53994962
20140122,600019,宝钢股份,3.82,3.83,3.73,3.74,20706716
20140122,600020,中原高速,2.12,2.12,2.07,2.07,4640350
20140122,600021,上海电力,4.59,4.59,4.38,4.43,17478549
20140122,600022,山东钢铁,1.59,1.59,1.54,1.55,9311119
20140122,600023,浙能电力,6.4,6.47,6.18,6.2,47070950
20140122,600026,中海发展,4.27,4.28,4.15,4.15,3228761
20140122,600027,华电国际,2.95,2.95,2.86,2.88,22863401
20140122,600028,中国石化,4.65,4.66,4.59,4.6,37143152
20140122,600029,南方航空,2.66,2.66,2.61,2.62,16795510
20140122,600030,中信证券,12.08,12.12,11.73,11.8,96449941
20140122,600031,三一重工,6.02,6.04,5.75,5.8,23516102
20140122,600033,福建高速,2.08,2.09,2.04,2.04,3123826
20140122,600035,楚天高速,3,3.01,2.92,2.93,3683919
20140122,600036,招商银行,10.7,10.78,10.48,10.56,50123656
20140122,600037,歌华有线,8.66,8.66,8.45,8.65,45332061
20140122,600038,哈飞股份,26.92,27.28,25.8,26,3145551
20140122,600039,四川路桥,5.55,5.56,5.37,5.39,4834444
20140122,600048,保利地产,8.09,8.18,7.57,7.6,112607381
20140122,600050,中国联通,3.05,3.06,2.99,3.01,74197345
20140122,600051,宁波联合,7.08,7.14,7.01,7.11,2967439
20140122,600052,浙江广厦,3.3,3.33,3.17,3.25,2353553
20140122,600054,黄山旅游,10.53,10.56,10.27,10.3,2719667
20140122,600055,华润万东,11.89,12,11.57,11.62,2894072
20140122,600056,中国医药,20.02,20.09,19.62,19.77,2374152
20140122,600057,象屿股份,5.87,5.9,5.77,5.82,7768823
20140122,600058,五矿发展,11.93,12.02,11.62,11.7,7521564
20140122,600059,古越龙山,9.71,9.93,9.45,9.55,11374323
20140122,600060,海信电器,11.18,11.21,10.9,10.94,15645587
20140122,600061,中纺投资,5.52,5.54,5.3,5.38,2633710
20140122,600062,华润双鹤,20.78,20.83,20.27,20.34,4245396
20140122,600064,南京高科,10.44,10.46,10.17,10.19,2606053
20140122,600066,宇通客车,18.09,18.1,17.8,17.81,3826901
20140122,600067,冠城大通,6.31,6.31,5.78,5.79,21062339
20140122,600068,葛洲坝,3.89,3.9,3.83,3.84,12330284
20140122,600069,银鸽投资,3.75,3.75,3.65,3.66,2675386
20140122,600070,浙江富润,7.52,7.54,7.32,7.32,1382545
20140122,600071,凤凰光学,5.93,5.96,5.84,5.87,1220990
20140122,600072,中船股份,9.21,9.26,8.66,8.67,14834510
20140122,600075,新疆天业,6.34,6.35,6.21,6.21,2059902
20140122,600076,青鸟华光,4.54,4.56,4.44,4.45,3966073
20140122,600077,宋都股份,4.06,4.07,3.91,3.92,4116229
20140122,600078,澄星股份,5.42,5.42,5.26,5.26,3497442
20140122,600079,人福医药,27.05,27.15,26.36,26.36,6108217
20140122,600080,金花股份,9.24,9.24,8.82,8.86,7020554
20140122,600081,东风科技,8.4,8.42,8.2,8.32,2597054
20140122,600082,海泰发展,4.48,4.48,4.34,4.35,6181961
20140122,600083,博信股份,6.78,6.8,6.61,6.62,874804
20140122,600084,中葡股份,3.63,3.63,3.53,3.53,3376972
20140122,600085,同仁堂,20.1,20.11,19.75,19.98,4602530
20140122,600086,东方金钰,17.4,17.45,17.13,17.13,2016961
20140122,600088,中视传媒,17.26,17.59,16.85,17.15,15643174
20140122,600090,啤酒花,6.69,6.73,6.55,6.6,3512507
20140122,600091,ST明科,4.28,4.28,4.08,4.08,880469
20140122,600093,禾嘉股份,5.82,5.83,5.7,5.74,968280
20140122,600094,大名城,5.18,5.23,5.08,5.09,3090889
20140122,600095,哈高科,4.54,4.55,4.45,4.45,2393985
20140122,600096,云天化,8.92,8.97,8.76,8.76,5764947
20140122,600097,开创国际,12.16,12.33,11.82,11.82,1980441
20140122,600098,广州发展,4.96,4.97,4.86,4.86,5817276
20140122,600099,林海股份,5.02,5.02,4.9,4.94,1277967
20140122,600100,同方股份,10.49,10.53,10.26,10.35,63081220
20140122,600101,明星电力,7.93,7.97,7.74,7.74,2840361
20140122,600103,青山纸业,2.23,2.24,2.18,2.19,4868384
20140122,600104,上汽集团,13.09,13.17,12.67,12.7,26193844
20140122,600105,永鼎股份,7.81,7.95,7.59,7.6,14762768
20140122,600106,重庆路桥,3.53,3.53,3.44,3.44,5241595
20140122,600107,美尔雅,6,6.02,5.86,5.87,2865957
20140122,600108,亚盛集团,7.44,7.53,7.19,7.2,49621762
20140122,600109,国金证券,19.88,20.29,18.85,19.25,32666166
20140122,600110,中科英华,4.87,4.88,4.7,4.71,9359432
20140122,600111,包钢稀土,21.61,21.7,20.82,20.96,25494231
20140122,600112,天成控股,11.19,11.9,10.75,11.8,27962372
20140122,600113,浙江东日,8.45,8.48,8.21,8.23,5982171
20140122,600114,东睦股份,15.39,15.65,14.6,14.78,5012963
20140122,600115,东方航空,2.6,2.6,2.53,2.55,15434558
20140122,600116,三峡水利,9.54,9.55,9.28,9.34,4064939
20140122,600117,西宁特钢,3.46,3.47,3.35,3.36,3457362
20140122,600118,中国卫星,18.92,18.98,18.5,18.55,14807619
20140122,600119,长江投资,13.47,13.58,12.91,13.05,9384897
20140122,600120,浙江东方,12.31,12.43,12.1,12.23,8124314
20140122,600121,郑州煤电,4.79,4.81,4.68,4.68,2130300
20140122,600122,宏图高科,3.9,3.92,3.77,3.79,7886256
20140122,600123,兰花科创,9.16,9.18,8.81,8.86,13702061
20140122,600125,铁龙物流,5.29,5.3,5.16,5.19,11738656
20140122,600126,杭钢股份,3.39,3.39,3.24,3.26,3201515
20140122,600127,金健米业,4.44,4.45,4.36,4.37,6185630
20140122,600128,弘业股份,7.99,8.06,7.76,7.81,2535633
20140122,600129,太极集团,7.95,8.09,7.76,7.78,2123531
20140122,600130,波导股份,3.75,3.78,3.66,3.67,15362847
20140122,600131,岷江水电,3.67,3.68,3.58,3.6,2539599
20140122,600132,重庆啤酒,15.12,15.15,14.84,14.88,2115996
20140122,600133,东湖高新,5.05,5.05,4.88,4.93,3814962
20140122,600135,乐凯胶片,7.48,7.53,7.28,7.29,3724463
20140122,600136,道博股份,10.36,10.47,10.03,10.1,1003702
20140122,600137,浪莎股份,10.71,10.82,10.41,10.49,1896252
20140122,600138,中青旅,18.29,18.68,17.6,17.81,9680508
20140122,600143,金发科技,5.23,5.24,5.08,5.12,16432451
20140122,600145,国创能源,4.2,4.21,4.11,4.17,5206427
20140122,600146,大元股份,8.54,8.66,8.37,8.52,6141318
20140122,600148,长春一东,8.55,8.55,8.24,8.37,632576
20140122,600149,廊坊发展,4.93,4.97,4.74,4.77,12132330
20140122,600150,中国船舶,21.94,22.29,21.04,21.04,13154871
20140122,600151,航天机电,7.71,7.74,7.36,7.36,16609090
20140122,600152,维科精华,4.29,4.29,4.22,4.24,2252611
20140122,600153,建发股份,6.19,6.21,5.97,6.01,25209314
20140122,600155,*ST宝硕,3.86,3.86,3.79,3.82,3681361
20140122,600156,华升股份,4.8,4.95,4.5,4.68,20131659
20140122,600157,永泰能源,4.9,4.92,4.71,4.74,20417094
20140122,600158,中体产业,8.28,8.28,7.5,7.53,76049378
20140122,600159,大龙地产,2.83,2.86,2.65,2.68,9689893
20140122,600160,巨化股份,5.04,5.06,4.98,5.04,10289529
20140122,600161,天坛生物,20.3,20.58,20.09,20.09,7684197
20140122,600162,香江控股,5.4,5.44,5.23,5.24,6091901
20140122,600163,福建南纸,3.36,3.39,3.27,3.27,4095346
20140122,600165,新日恒力,7.74,8.44,7.74,8.42,38883830
20140122,600166,福田汽车,4.97,4.97,4.84,4.85,7327573
20140122,600167,联美控股,10.66,10.68,10.53,10.53,733633
20140122,600168,武汉控股,7.49,7.49,7.27,7.28,2670480
20140122,600169,太原重工,2.84,2.86,2.74,2.77,17457962
20140122,600170,上海建工,5.9,5.92,5.74,5.76,7411299
20140122,600171,上海贝岭,8.82,8.86,8.52,8.6,11308282
20140122,600172,黄河旋风,6.28,6.29,6.15,6.16,4726344
20140122,600173,卧龙地产,2.71,2.72,2.6,2.6,7366709
20140122,600175,美都控股,5.22,5.26,5.15,5.18,12293677
20140122,600176,中国玻纤,7.26,7.3,7.12,7.15,2466159
20140122,600178,东安动力,4.21,4.24,4.05,4.06,5354680
20140122,600179,黑化股份,4.78,4.79,4.67,4.67,2827091
20140122,600180,瑞茂通,10.78,10.88,10.44,10.5,6063193
20140122,600182,S佳通,12.48,12.48,12.2,12.3,1571855
20140122,600183,生益科技,4.93,4.95,4.83,4.86,4646184
20140122,600184,光电股份,19.06,19.36,18.6,18.7,1136705
20140122,600185,格力地产,8.68,8.68,7.93,7.93,16507020
20140122,600186,莲花味精,2.45,2.45,2.37,2.38,6948536
20140122,600187,国中水务,5.25,5.26,5.05,5.06,42621399
20140122,600188,兖州煤业,7.64,7.66,7.46,7.48,3145763
20140122,600189,吉林森工,7,7.03,6.85,6.87,2448274
20140122,600190,锦州港,3.8,3.81,3.72,3.72,1000227
20140122,600191,华资实业,5.65,5.81,5.42,5.42,6698539
20140122,600192,长城电工,6.71,6.72,6.46,6.5,1294578
20140122,600193,创兴资源,6.38,6.39,6.16,6.21,6657272
20140122,600195,中牧股份,14.74,14.75,14.36,14.5,4923345
20140122,600196,复星医药,17.87,17.96,17.39,17.75,20465893
20140122,600197,伊力特,10.34,10.36,10.16,10.16,4898113
20140122,600198,大唐电信,15.36,15.7,14.35,14.37,21553088
20140122,600199,金种子酒,9.34,9.35,8.8,9.1,16249396
20140122,600200,江苏吴中,10.54,10.55,10.33,10.38,9059672
20140122,600201,金宇集团,25.64,25.68,25.01,25.01,1194481
20140122,600202,哈空调,4.74,4.74,4.57,4.57,2282427
20140122,600203,福日电子,9.44,9.57,8.84,8.96,19816221
20140122,600206,有研硅股,17.59,17.84,17.31,17.45,1851932
20140122,600207,安彩高科,4.91,4.98,4.76,4.81,4898689
20140122,600208,新湖中宝,3.08,3.1,3,3.03,23205110
20140122,600209,罗顿发展,9.48,9.64,9.13,9.13,14538274
20140122,600210,紫江企业,3.06,3.06,2.99,2.99,5042077
20140122,600211,西藏药业,18.79,18.9,18.53,18.79,580558
20140122,600212,江泉实业,2.98,2.98,2.86,2.9,7112220
20140122,600213,亚星客车,5.72,5.74,5.56,5.56,1187124
20140122,600215,长春经开,3.99,4.01,3.91,3.94,1813515
20140122,600216,浙江医药,9.98,10,9.72,9.75,5683446
20140122,600218,全柴动力,8.6,8.65,8.28,8.34,4057439
20140122,600219,南山铝业,5.08,5.09,4.97,4.97,7786785
20140122,600220,江苏阳光,2.46,2.47,2.42,2.43,4739944
20140122,600221,海南航空,1.89,1.89,1.86,1.86,65914800
20140122,600222,太龙药业,6.24,6.35,6.17,6.17,2997484
20140122,600223,鲁商置业,3.76,3.78,3.5,3.5,7058303
20140122,600225,天津松江,6.07,6.1,5.87,5.9,15952132
20140122,600226,升华拜克,5.97,5.98,5.85,5.88,3618126
20140122,600227,赤天化,2.61,2.62,2.57,2.57,3261163
20140122,600228,昌九生化,12.04,12.18,11.5,11.85,28241151
20140122,600229,青岛碱业,5.69,5.75,5.55,5.55,4327559
20140122,600230,沧州大化,10.4,10.46,10.16,10.17,1121218
20140122,600231,凌钢股份,2.99,3,2.9,2.91,3986861
20140122,600232,金鹰股份,5.09,5.13,5.02,5.05,6652486
20140122,600233,大杨创世,8.48,8.48,8.25,8.3,1522670
20140122,600235,民丰特纸,5.86,5.91,5.77,5.83,3314625
20140122,600236,桂冠电力,2.88,2.88,2.81,2.81,3495448
20140122,600237,铜峰电子,5.52,5.58,5.35,5.42,5605071
20140122,600238,海南椰岛,6.8,6.81,6.58,6.62,4315067
20140122,600239,云南城投,5.06,5.07,4.92,4.92,7549320
20140122,600240,华业地产,3.81,3.82,3.6,3.62,15145334
20140122,600241,时代万恒,6.21,6.23,6.11,6.14,750349
20140122,600242,中昌海运,5.26,5.26,5.1,5.15,3963167
20140122,600246,万通地产,2.82,2.84,2.67,2.68,5069238
20140122,600247,成城股份,3.91,3.93,3.8,3.82,2967756
20140122,600248,延长化建,7.62,7.65,7.5,7.52,2042773
20140122,600249,两面针,5.01,5.01,4.9,4.92,2369457
20140122,600250,南纺股份,5.67,5.69,5.51,5.65,1139963
20140122,600251,冠农股份,15.2,15.25,14.9,14.94,4051539
20140122,600252,中恒集团,12.95,13.05,12.58,12.65,12940345
20140122,600255,鑫科材料,6.76,6.76,6.57,6.61,3022313
20140122,600256,广汇能源,7.18,7.19,6.94,6.98,47747871
20140122,600257,大湖股份,6.95,6.96,6.75,6.8,8045107
20140122,600259,广晟有色,38.24,38.61,37.22,37.22,3179609
20140122,600260,凯乐科技,6.59,6.61,6.4,6.43,5036050
20140122,600261,阳光照明,18.6,18.72,17.7,17.74,15373234
20140122,600262,北方股份,13.87,13.97,13.78,13.88,1426805
20140122,600265,*ST景谷,7.15,7.17,6.98,6.98,271667
20140122,600266,北京城建,9.29,9.32,8.79,8.8,9348232
20140122,600267,海正药业,15.26,15.58,14.3,14.38,20454609
20140122,600268,国电南自,5.07,5.13,4.96,4.96,3029667
20140122,600269,赣粤高速,2.81,2.81,2.75,2.75,3501297
20140122,600270,外运发展,9.74,9.77,9.39,9.41,11906038
20140122,600271,航天信息,19.67,19.8,19.09,19.1,12907044
20140122,600272,开开实业,9.62,9.68,9.29,9.33,1728831
20140122,600273,华芳纺织,7.02,7.08,6.89,7.01,4270406
20140122,600275,武昌鱼,4.04,4.05,3.87,3.89,8901120
20140122,600276,恒瑞医药,37.35,37.37,36.26,36.65,3589380
20140122,600277,亿利能源,6.8,6.81,6.59,6.61,3753636
20140122,600278,东方创业,10.3,10.37,9.89,9.89,5146032
20140122,600279,重庆港九,7.79,7.8,7.55,7.62,1799812
20140122,600280,中央商场,11.47,11.48,10.91,10.96,4018097
20140122,600281,太化股份,4.17,4.2,4.09,4.11,1873635
20140122,600282,南钢股份,1.8,1.8,1.73,1.75,2768731
20140122,600283,钱江水利,7.63,7.64,7.46,7.5,2314977
20140122,600284,浦东建设,9.61,9.66,9.27,9.29,5485975
20140122,600285,羚锐制药,9.05,9.07,8.85,8.85,4139000
20140122,600287,江苏舜天,6.4,6.42,6.23,6.27,4493210
20140122,600288,大恒科技,6.98,7.03,6.84,6.89,3865421
20140122,600289,亿阳信通,8.07,8.12,7.69,7.75,10285284
20140122,600290,华仪电气,7.94,8.18,7.86,7.98,8244558
20140122,600291,西水股份,8.3,8.33,8.02,8.02,2416107
20140122,600292,中电远达,21.43,21.48,20.63,20.95,7672649
20140122,600293,三峡新材,5.1,5.11,5,5,4111600
20140122,600295,鄂尔多斯,8.12,8.14,7.91,7.97,7550633
20140122,600297,美罗药业,5.9,5.91,5.77,5.8,2475174
20140122,600298,安琪酵母,15.88,15.9,15.45,15.55,2401671
20140122,600299,蓝星新材,4.38,4.39,4.26,4.29,1753291
20140122,600300,维维股份,4.4,4.42,4.31,4.33,7869709
20140122,600301,*ST南化,5.27,5.28,5.15,5.17,1650618
20140122,600302,标准股份,3.97,3.99,3.85,3.86,1220132
20140122,600303,曙光股份,4.18,4.18,4.06,4.11,5890963
20140122,600305,恒顺醋业,18.91,19.1,17.48,17.56,5952931
20140122,600306,商业城,8.18,8.2,7.95,7.95,679107
20140122,600307,酒钢宏兴,2.56,2.56,2.33,2.33,11499431
20140122,600308,华泰股份,2.76,2.78,2.68,2.68,7395178
20140122,600309,万华化学,19.63,19.7,18.4,18.61,13351730
20140122,600310,桂东电力,10.34,10.38,10.11,10.13,1929793
20140122,600311,荣华实业,4.93,5,4.76,4.78,5567764
20140122,600312,平高电气,10.99,11.02,10.85,10.95,10698224
20140122,600313,农发种业,7.77,7.78,7.46,7.46,5809293
20140122,600315,上海家化,37.91,38,37.12,37.28,9210672
20140122,600316,洪都航空,17.49,17.65,16.93,16.94,10760074
20140122,600317,营口港,3.31,3.31,3.23,3.24,1364842
20140122,600318,巢东股份,8.73,8.78,8.46,8.46,3974079
20140122,600319,*ST亚星,3.72,3.74,3.63,3.64,1680150
20140122,600320,振华重工,3.35,3.36,3.23,3.25,6662063
20140122,600321,国栋建设,2.07,2.07,2.01,2.02,15777883
20140122,600322,天房发展,3.09,3.11,3,3,7067106
20140122,600323,瀚蓝环境,13.71,13.87,12.71,12.72,14025120
20140122,600325,华发股份,6.9,7,6.64,6.68,10851752
20140122,600326,西藏天路,5.89,5.9,5.74,5.76,2672658
20140122,600327,大东方,4.58,4.59,4.45,4.46,5659523
20140122,600328,兰太实业,6.93,6.98,6.76,6.8,2298599
20140122,600329,中新药业,12.07,12.07,11.86,11.92,2920880
20140122,600330,天通股份,9.29,9.44,9.09,9.15,21382470
20140122,600331,宏达股份,4.09,4.09,3.97,3.97,5043872
20140122,600332,白云山,26.47,26.55,25.23,25.32,14038607
20140122,600333,长春燃气,7.31,7.32,7.17,7.19,2810069
20140122,600335,国机汽车,12.93,13.07,12.39,12.39,3843956
20140122,600336,澳柯玛,5.04,5.08,4.89,4.91,11659655
20140122,600337,美克股份,6.18,6.25,6.05,6.1,5958386
20140122,600338,西藏珠峰,7.82,7.87,7.63,7.63,3483347
20140122,600339,天利高新,4.25,4.28,4.1,4.15,7124770
20140122,600340,华夏幸福,19.4,19.43,17.7,17.75,13839922
20140122,600343,航天动力,13.83,13.85,13.41,13.48,3189914
20140122,600345,长江通信,13.62,13.88,13.16,13.31,2507535
20140122,600346,大橡塑,6.77,6.81,6.61,6.66,2557189
20140122,600348,阳泉煤业,6.41,6.45,6.13,6.16,18167958
20140122,600350,山东高速,2.84,2.84,2.77,2.78,3829812
20140122,600351,亚宝药业,6.6,6.65,6.44,6.46,9154997
20140122,600352,浙江龙盛,12.28,12.35,11.51,11.55,21011772
20140122,600353,旭光股份,6.35,6.39,6.22,6.22,2988646
20140122,600354,敦煌种业,6.39,6.44,6.23,6.23,11090112
20140122,600355,精伦电子,5.33,5.39,5.21,5.25,4155937
20140122,600356,恒丰纸业,5.46,5.48,5.35,5.35,904087
20140122,600358,*ST联合,4.12,4.13,4.04,4.09,1966406
20140122,600359,新农开发,7.47,7.55,7.22,7.32,3551087
20140122,600360,华微电子,4.08,4.11,4.02,4.04,8289389
20140122,600361,华联综超,4.28,4.3,3.98,4.02,6788757
20140122,600362,江西铜业,13.55,13.58,13.31,13.33,6923018
20140122,600363,联创光电,8.26,8.33,8.15,8.22,10429409
20140122,600365,通葡股份,7.8,7.8,7.57,7.59,638045
20140122,600366,宁波韵升,13.08,13.13,12.73,12.75,3841002
20140122,600367,红星发展,8.09,8.11,7.9,7.92,1491496
20140122,600368,五洲交通,4.19,4.19,4.05,4.06,3242111
20140122,600369,西南证券,9.5,9.52,9.15,9.2,16737720
20140122,600370,三房巷,4.06,4.08,3.99,4.03,1179976
20140122,600371,万向德农,8.65,8.65,8.45,8.49,4472125
20140122,600372,中航电子,23.83,24.01,23.2,23.3,6048245
20140122,600373,中文传媒,19.31,19.6,19.01,19.12,5341834
20140122,600375,华菱星马,9.95,9.98,9.72,9.73,1395841
20140122,600376,首开股份,4.57,4.62,4.38,4.4,33094476
20140122,600377,宁沪高速,5.51,5.51,5.34,5.37,1460670
20140122,600378,天科股份,11.14,11.2,10.76,10.82,5570603
20140122,600379,宝光股份,7.53,7.54,7.32,7.32,1107851
20140122,600380,健康元,4.81,4.84,4.71,4.71,6441614
20140122,600382,广东明珠,7.46,7.52,7.32,7.38,8431776
20140122,600383,金地集团,6.2,6.32,5.92,5.93,47401417
20140122,600386,北巴传媒,7.66,7.74,7.43,7.45,7328863
20140122,600387,海越股份,18.77,18.85,18.2,18.26,4311590
20140122,600388,龙净环保,30.67,30.88,29.56,29.67,12301842
20140122,600389,江山股份,36.09,36.56,35.1,35.1,1887191
20140122,600390,金瑞科技,8.41,8.47,8.17,8.17,6803879
20140122,600391,成发科技,12.52,12.59,12.32,12.32,3222699
20140122,600392,盛和资源,18.69,18.84,18.07,18.2,3919577
20140122,600393,东华实业,4.9,4.91,4.72,4.73,3576551
20140122,600395,盘江股份,6.37,6.37,6.16,6.19,6891564
20140122,600396,金山股份,7.1,7.11,6.96,6.96,2908548
20140122,600397,安源煤业,3.94,3.97,3.8,3.83,5899520
20140122,600398,凯诺科技,7.26,7.3,7.1,7.13,8971396
20140122,600399,抚顺特钢,5.77,5.87,5.48,5.5,8807543
20140122,600400,红豆股份,4.61,4.63,4.47,4.48,4682218
20140122,600401,海润光伏,8.3,8.35,8,8.08,13641142
20140122,600403,大有能源,6.7,6.73,6.45,6.48,4490239
20140122,600405,动力源,9.38,9.4,9.08,9.2,3097125
20140122,600406,国电南瑞,14.62,14.63,14.01,14.32,17324977
20140122,600408,安泰集团,2.57,2.58,2.53,2.53,5696120
20140122,600409,三友化工,4.48,4.49,4.39,4.42,11985687
20140122,600410,华胜天成,6.74,6.77,6.59,6.6,7950470
20140122,600415,小商品城,5.53,5.53,5.4,5.43,11298430
20140122,600416,湘电股份,7.08,7.12,6.47,6.47,8844348
20140122,600418,江淮汽车,7.74,7.76,7.43,7.49,15770540
20140122,600419,天润乳业,16.68,16.79,16.27,16.28,966699
20140122,600420,现代制药,15.41,15.48,15.16,15.25,2097736
20140122,600421,*ST国药,6.51,6.61,6.32,6.36,1374375
20140122,600422,昆明制药,22.63,23,22,22.27,2950212
20140122,600423,柳化股份,4.49,4.63,4.35,4.4,20535736
20140122,600425,青松建化,3.75,3.79,3.68,3.72,4809322
20140122,600426,华鲁恒升,6.32,6.35,6.08,6.13,20580355
20140122,600428,中远航运,3.05,3.06,2.93,2.94,17942847
20140122,600429,三元股份,7.02,7.03,6.8,6.82,6471466
20140122,600432,吉恩镍业,9.01,9.36,8.62,8.75,15313036
20140122,600433,冠豪高新,12.27,12.6,11.78,11.83,46936980
20140122,600435,北方导航,12.23,12.23,11.95,11.98,8656376
20140122,600436,片仔癀,86.65,86.75,83.6,84.98,1335695
20140122,600438,通威股份,8.97,9.13,8.9,9.08,6140527
20140122,600439,瑞贝卡,4.38,4.43,4.21,4.23,9327713
20140122,600446,金证股份,18.63,19.32,17.81,17.81,12635245
20140122,600448,华纺股份,4.26,4.26,4.17,4.23,6494418
20140122,600449,宁夏建材,7.44,7.47,7.25,7.27,3428040
20140122,600452,涪陵电力,8.67,8.69,8.46,8.55,2082400
20140122,600456,宝钛股份,12.05,12.12,11.82,11.85,2514352
20140122,600458,时代新材,9.17,9.2,8.9,8.95,7675753
20140122,600459,贵研铂业,18.1,18.12,17.76,17.88,4316111
20140122,600460,士兰微,6.68,6.82,6.55,6.65,29368713
20140122,600461,洪城水业,7.78,7.83,7.47,7.5,4646688
20140122,600462,石岘纸业,4.6,4.63,4.45,4.47,1172392
20140122,600463,空港股份,7.41,7.45,7.24,7.27,2235225
20140122,600466,迪康药业,4.69,4.72,4.61,4.66,6176520
20140122,600467,好当家,5.31,5.34,5.18,5.19,11303252
20140122,600468,百利电气,10.2,10.25,10,10.08,3509260
20140122,600469,风神股份,7.92,7.94,7.74,7.74,2137551
20140122,600470,六国化工,5.85,5.86,5.7,5.71,4845264
20140122,600475,华光股份,11.69,11.72,11.25,11.32,1747395
20140122,600476,湘邮科技,8.84,8.87,8.46,8.52,2351693
20140122,600477,杭萧钢构,3.64,3.64,3.53,3.53,1550496
20140122,600478,科力远,25.25,25.42,24.94,25,1601802
20140122,600479,千金药业,12.7,12.75,12.24,12.25,4280499
20140122,600480,凌云股份,6.37,6.38,6.2,6.24,1274177
20140122,600481,双良节能,10.59,10.63,10.25,10.32,10352137
20140122,600483,福建南纺,6.34,6.35,6.05,6.06,9432829
20140122,600485,中创信测,20.73,21.1,19.13,19.23,6842362
20140122,600486,扬农化工,33.87,34.48,32.6,33,5399304
20140122,600487,亨通光电,20.68,20.69,19.8,19.93,2308098
20140122,600488,天药股份,4.08,4.11,3.95,3.95,2661097
20140122,600489,中金黄金,7.83,7.84,7.64,7.67,12591691
20140122,600490,鹏欣资源,11.54,11.7,11.43,11.7,5798187
20140122,600491,龙元建设,3.34,3.35,3.22,3.23,4029632
20140122,600493,凤竹纺织,4.85,4.91,4.68,4.7,3212819
20140122,600495,晋西车轴,12.83,12.84,12.4,12.52,5486790
20140122,600496,精工钢构,6.94,6.94,6.78,6.81,2512813
20140122,600497,驰宏锌锗,9.21,9.26,9.02,9.05,9471910
20140122,600498,烽火通信,14.6,14.61,14.17,14.19,13550444
20140122,600499,科达机电,22.43,22.49,20.87,21.2,18083127
20140122,600500,中化国际,7.32,7.33,7.07,7.12,6981322
20140122,600501,航天晨光,9.56,9.66,9.37,9.45,11076482
20140122,600502,安徽水利,7.54,7.54,7.34,7.34,7631201
20140122,600503,华丽家族,3.73,3.75,3.6,3.6,17722517
20140122,600505,西昌电力,9,9.1,8.78,8.78,1394982
20140122,600507,方大特钢,3.34,3.35,3.24,3.25,4813210
20140122,600508,上海能源,8.69,8.72,8.47,8.5,2053351
20140122,600509,天富热电,8.12,8.13,7.89,7.89,4187244
20140122,600510,黑牡丹,5.55,5.59,5.33,5.37,4801954
20140122,600511,国药股份,18.28,18.29,17.6,17.8,1909901
20140122,600512,腾达建设,3.03,3.04,2.96,2.96,4159567
20140122,600513,联环药业,10.99,11,10.81,10.86,4607441
20140122,600515,海岛建设,7.06,7.14,6.85,6.87,4998013
20140122,600516,方大炭素,6.82,6.84,6.63,6.66,6937031
20140122,600517,置信电气,16.64,16.99,16.44,16.58,5256290
20140122,600518,康美药业,16.91,16.94,16.67,16.69,13503234
20140122,600519,贵州茅台,134.17,134.81,126.3,126.98,7366781
20140122,600520,中发科技,9.28,9.3,9.09,9.15,989226
20140122,600521,华海药业,13.14,13.17,12.75,12.75,5901289
20140122,600522,中天科技,11.06,11.12,10.62,10.72,19237219
20140122,600523,贵航股份,11.66,11.67,11.09,11.15,4238547
20140122,600525,长园集团,8.06,8.27,7.99,8.09,11381103
20140122,600527,江南高纤,6.14,6.14,6.01,6.02,6347268
20140122,600528,中铁二局,4.61,4.61,4.45,4.45,5619773
20140122,600529,山东药玻,10.36,10.41,10.2,10.26,3503691
20140122,600530,交大昂立,7.78,7.82,7.68,7.68,2033603
20140122,600531,豫光金铅,8.32,8.35,8.12,8.15,1285004
20140122,600532,宏达矿业,7.04,7.06,6.83,6.87,1046855
20140122,600533,栖霞建设,3.13,3.13,3.01,3.03,3169966
20140122,600535,天士力,45.29,46.49,44.4,44.44,5055192
20140122,600536,中国软件,34.77,35.2,34.07,34.5,3202181
20140122,600537,亿晶光电,11.79,11.84,11.54,11.64,7952756
20140122,600538,*ST国发,4.94,4.94,4.87,4.92,1770396
20140122,600539,ST狮头,5.22,5.26,5.09,5.09,427208
20140122,600540,新赛股份,5.46,5.48,5.33,5.33,1838331
20140122,600543,莫高股份,7.42,7.43,7.25,7.32,11932714
20140122,600545,新疆城建,5.91,5.92,5.68,5.7,7192604
